,city,category,sale.dollars,sale.volume,high.school,bachelor,unemployment,income,Average Income,population,Sale Per Person,pop.white,pop.black,pop.indian,pop.asian,pop.hawai,pop.other,pop.multi,income_per_capita,prop_white,prop_black
877,Lake City,Distilled Spirits,272,13,87.6,21.2,4.8,23203,13.19101762,1759,0.154633314,1699,27,0,12,0,0,21,13.19101762,96.58897101,1.534963047
878,Bloomfield,Misc,5413,439,94.7,18.3,7.4,27708,10.56750572,2622,2.064454615,2585,2,0,17,0,0,18,10.56750572,98.58886346,0.076277651
879,Bloomfield,Vodka,24550,2947,94.7,18.3,7.4,27708,10.56750572,2622,9.363081617,2585,2,0,17,0,0,18,10.56750572,98.58886346,0.076277651
880,Bloomfield,Whisky,38159,2533,94.7,18.3,7.4,27708,10.56750572,2622,14.55339436,2585,2,0,17,0,0,18,10.56750572,98.58886346,0.076277651
881,Bloomfield,Tequila,2479,202,94.7,18.3,7.4,27708,10.56750572,2622,0.94546148,2585,2,0,17,0,0,18,10.56750572,98.58886346,0.076277651
882,Bloomfield,Gin,1335,147,94.7,18.3,7.4,27708,10.56750572,2622,0.509153318,2585,2,0,17,0,0,18,10.56750572,98.58886346,0.076277651
883,Bloomfield,Rum,12770,900,94.7,18.3,7.4,27708,10.56750572,2622,4.870327994,2585,2,0,17,0,0,18,10.56750572,98.58886346,0.076277651
884,Bloomfield,Brandy,2610,260,94.7,18.3,7.4,27708,10.56750572,2622,0.995423341,2585,2,0,17,0,0,18,10.56750572,98.58886346,0.076277651
885,Bloomfield,Amaretto,311,36,94.7,18.3,7.4,27708,10.56750572,2622,0.118611747,2585,2,0,17,0,0,18,10.56750572,98.58886346,0.076277651
886,Bloomfield,Schnapps,5075,427,94.7,18.3,7.4,27708,10.56750572,2622,1.935545385,2585,2,0,17,0,0,18,10.56750572,98.58886346,0.076277651
887,Bloomfield,Distilled Spirits,808,38,94.7,18.3,7.4,27708,10.56750572,2622,0.308161709,2585,2,0,17,0,0,18,10.56750572,98.58886346,0.076277651
888,Denver,Misc,4769,328,97.5,25.4,1.2,36106,19.90407938,1814,2.628996692,1773,5,0,22,0,0,14,19.90407938,97.73980154,0.275633958
889,Denver,Whisky,36619,2807,97.5,25.4,1.2,36106,19.90407938,1814,20.18687982,1773,5,0,22,0,0,14,19.90407938,97.73980154,0.275633958
890,Denver,Gin,2862,174,97.5,25.4,1.2,36106,19.90407938,1814,1.577728776,1773,5,0,22,0,0,14,19.90407938,97.73980154,0.275633958
891,Denver,Vodka,16665,1729,97.5,25.4,1.2,36106,19.90407938,1814,9.186879824,1773,5,0,22,0,0,14,19.90407938,97.73980154,0.275633958
892,Denver,Rum,20391,1514,97.5,25.4,1.2,36106,19.90407938,1814,11.24090408,1773,5,0,22,0,0,14,19.90407938,97.73980154,0.275633958
893,Denver,Brandy,1347,118,97.5,25.4,1.2,36106,19.90407938,1814,0.742557883,1773,5,0,22,0,0,14,19.90407938,97.73980154,0.275633958
894,Denver,Tequila,2646,239,97.5,25.4,1.2,36106,19.90407938,1814,1.458654906,1773,5,0,22,0,0,14,19.90407938,97.73980154,0.275633958
895,Denver,Schnapps,3654,254,97.5,25.4,1.2,36106,19.90407938,1814,2.014332966,1773,5,0,22,0,0,14,19.90407938,97.73980154,0.275633958
896,Denver,Amaretto,211,26,97.5,25.4,1.2,36106,19.90407938,1814,0.11631753,1773,5,0,22,0,0,14,19.90407938,97.73980154,0.275633958
897,Denver,Distilled Spirits,245,12,97.5,25.4,1.2,36106,19.90407938,1814,0.135060639,1773,5,0,22,0,0,14,19.90407938,97.73980154,0.275633958
898,Colfax,Brandy,3086,240,94.5,20.6,10.9,31064,16.13714286,1925,1.603116883,1802,7,0,8,21,5,82,16.13714286,93.61038961,0.363636364
899,Colfax,Misc,5135,333,94.5,20.6,10.9,31064,16.13714286,1925,2.667532468,1802,7,0,8,21,5,82,16.13714286,93.61038961,0.363636364
900,Colfax,Whisky,46633,3568,94.5,20.6,10.9,31064,16.13714286,1925,24.22493506,1802,7,0,8,21,5,82,16.13714286,93.61038961,0.363636364
901,Colfax,Gin,1282,113,94.5,20.6,10.9,31064,16.13714286,1925,0.665974026,1802,7,0,8,21,5,82,16.13714286,93.61038961,0.363636364
902,Colfax,Vodka,31752,3502,94.5,20.6,10.9,31064,16.13714286,1925,16.49454545,1802,7,0,8,21,5,82,16.13714286,93.61038961,0.363636364
903,Colfax,Rum,18770,1341,94.5,20.6,10.9,31064,16.13714286,1925,9.750649351,1802,7,0,8,21,5,82,16.13714286,93.61038961,0.363636364
904,Colfax,Tequila,5962,347,94.5,20.6,10.9,31064,16.13714286,1925,3.097142857,1802,7,0,8,21,5,82,16.13714286,93.61038961,0.363636364
905,Colfax,Schnapps,2403,205,94.5,20.6,10.9,31064,16.13714286,1925,1.248311688,1802,7,0,8,21,5,82,16.13714286,93.61038961,0.363636364
906,Colfax,Distilled Spirits,208,9,94.5,20.6,10.9,31064,16.13714286,1925,0.108051948,1802,7,0,8,21,5,82,16.13714286,93.61038961,0.363636364
907,Colfax,Amaretto,127,19,94.5,20.6,10.9,31064,16.13714286,1925,0.065974026,1802,7,0,8,21,5,82,16.13714286,93.61038961,0.363636364
908,Britt,Rum,18583,1371,90.8,16.4,3.9,33640,17.52996352,1919,9.683689422,1867,8,3,5,0,23,13,17.52996352,97.29025534,0.416883794
909,Britt,Whisky,47793,4352,90.8,16.4,3.9,33640,17.52996352,1919,24.90515894,1867,8,3,5,0,23,13,17.52996352,97.29025534,0.416883794
910,Britt,Gin,1264,117,90.8,16.4,3.9,33640,17.52996352,1919,0.658676394,1867,8,3,5,0,23,13,17.52996352,97.29025534,0.416883794
911,Britt,Vodka,24925,3283,90.8,16.4,3.9,33640,17.52996352,1919,12.9885357,1867,8,3,5,0,23,13,17.52996352,97.29025534,0.416883794
912,Britt,Misc,5900,469,90.8,16.4,3.9,33640,17.52996352,1919,3.074517978,1867,8,3,5,0,23,13,17.52996352,97.29025534,0.416883794
913,Britt,Brandy,2402,209,90.8,16.4,3.9,33640,17.52996352,1919,1.25169359,1867,8,3,5,0,23,13,17.52996352,97.29025534,0.416883794
914,Britt,Tequila,4479,310,90.8,16.4,3.9,33640,17.52996352,1919,2.33402814,1867,8,3,5,0,23,13,17.52996352,97.29025534,0.416883794
915,Britt,Amaretto,455,42,90.8,16.4,3.9,33640,17.52996352,1919,0.237102658,1867,8,3,5,0,23,13,17.52996352,97.29025534,0.416883794
916,Britt,Schnapps,7266,737,90.8,16.4,3.9,33640,17.52996352,1919,3.786347056,1867,8,3,5,0,23,13,17.52996352,97.29025534,0.416883794
917,Clarion,Brandy,1756,141,86.1,18.6,8.3,26998,9.701042041,2783,0.630973769,2267,24,0,49,0,387,56,9.701042041,81.45885735,0.862378728
918,Clarion,Rum,28909,1968,86.1,18.6,8.3,26998,9.701042041,2783,10.3877111,2267,24,0,49,0,387,56,9.701042041,81.45885735,0.862378728
919,Clarion,Misc,8807,620,86.1,18.6,8.3,26998,9.701042041,2783,3.164570607,2267,24,0,49,0,387,56,9.701042041,81.45885735,0.862378728
920,Clarion,Whisky,49942,3592,86.1,18.6,8.3,26998,9.701042041,2783,17.94538268,2267,24,0,49,0,387,56,9.701042041,81.45885735,0.862378728
921,Clarion,Gin,1842,152,86.1,18.6,8.3,26998,9.701042041,2783,0.661875674,2267,24,0,49,0,387,56,9.701042041,81.45885735,0.862378728
922,Clarion,Vodka,31918,3433,86.1,18.6,8.3,26998,9.701042041,2783,11.46891843,2267,24,0,49,0,387,56,9.701042041,81.45885735,0.862378728
923,Clarion,Tequila,7536,416,86.1,18.6,8.3,26998,9.701042041,2783,2.707869206,2267,24,0,49,0,387,56,9.701042041,81.45885735,0.862378728
924,Clarion,Amaretto,564,35,86.1,18.6,8.3,26998,9.701042041,2783,0.202659001,2267,24,0,49,0,387,56,9.701042041,81.45885735,0.862378728
925,Clarion,Schnapps,4335,356,86.1,18.6,8.3,26998,9.701042041,2783,1.557671577,2267,24,0,49,0,387,56,9.701042041,81.45885735,0.862378728
926,Clarion,Distilled Spirits,816,40,86.1,18.6,8.3,26998,9.701042041,2783,0.293208768,2267,24,0,49,0,387,56,9.701042041,81.45885735,0.862378728
927,Adel,Whisky,126213,8458,93.7,32,3.1,37130,9.213399504,4030,31.31836228,3956,20,0,0,0,0,54,9.213399504,98.16377171,0.496277916
928,Adel,Gin,6622,591,93.7,32,3.1,37130,9.213399504,4030,1.643176179,3956,20,0,0,0,0,54,9.213399504,98.16377171,0.496277916
929,Adel,Vodka,76744,7567,93.7,32,3.1,37130,9.213399504,4030,19.04317618,3956,20,0,0,0,0,54,9.213399504,98.16377171,0.496277916
930,Adel,Misc,23034,1494,93.7,32,3.1,37130,9.213399504,4030,5.715632754,3956,20,0,0,0,0,54,9.213399504,98.16377171,0.496277916
931,Adel,Rum,42835,3385,93.7,32,3.1,37130,9.213399504,4030,10.62903226,3956,20,0,0,0,0,54,9.213399504,98.16377171,0.496277916
932,Adel,Brandy,3909,288,93.7,32,3.1,37130,9.213399504,4030,0.969975186,3956,20,0,0,0,0,54,9.213399504,98.16377171,0.496277916
933,Adel,Tequila,18351,1367,93.7,32,3.1,37130,9.213399504,4030,4.553598015,3956,20,0,0,0,0,54,9.213399504,98.16377171,0.496277916
934,Adel,Schnapps,5992,474,93.7,32,3.1,37130,9.213399504,4030,1.486848635,3956,20,0,0,0,0,54,9.213399504,98.16377171,0.496277916
935,Adel,Amaretto,785,69,93.7,32,3.1,37130,9.213399504,4030,0.194789082,3956,20,0,0,0,0,54,9.213399504,98.16377171,0.496277916
936,Montezuma,Whisky,105672,6585,94.3,18.7,6.4,33149,20.8353237,1591,66.41860465,1567,0,0,0,0,0,24,20.8353237,98.49151477,0
937,Montezuma,Gin,1864,164,94.3,18.7,6.4,33149,20.8353237,1591,1.171590195,1567,0,0,0,0,0,24,20.8353237,98.49151477,0
938,Montezuma,Vodka,38453,4034,94.3,18.7,6.4,33149,20.8353237,1591,24.16907605,1567,0,0,0,0,0,24,20.8353237,98.49151477,0
939,Montezuma,Misc,17693,1088,94.3,18.7,6.4,33149,20.8353237,1591,11.12067882,1567,0,0,0,0,0,24,20.8353237,98.49151477,0
940,Montezuma,Rum,33774,2226,94.3,18.7,6.4,33149,20.8353237,1591,21.22815839,1567,0,0,0,0,0,24,20.8353237,98.49151477,0
941,Montezuma,Brandy,6771,621,94.3,18.7,6.4,33149,20.8353237,1591,4.255813953,1567,0,0,0,0,0,24,20.8353237,98.49151477,0
942,Montezuma,Tequila,9330,501,94.3,18.7,6.4,33149,20.8353237,1591,5.864236329,1567,0,0,0,0,0,24,20.8353237,98.49151477,0
943,Montezuma,Amaretto,1107,105,94.3,18.7,6.4,33149,20.8353237,1591,0.695788812,1567,0,0,0,0,0,24,20.8353237,98.49151477,0
944,Montezuma,Schnapps,18954,1401,94.3,18.7,6.4,33149,20.8353237,1591,11.9132621,1567,0,0,0,0,0,24,20.8353237,98.49151477,0
945,Montezuma,Distilled Spirits,571,40,94.3,18.7,6.4,33149,20.8353237,1591,0.358893777,1567,0,0,0,0,0,24,20.8353237,98.49151477,0
946,Clear Lake,Whisky,587395,39717,94,25.1,2.2,30478,3.987179487,7644,76.84392988,7366,58,25,123,0,47,25,3.987179487,96.36316065,0.758765044
947,Clear Lake,Gin,39627,2769,94,25.1,2.2,30478,3.987179487,7644,5.184065934,7366,58,25,123,0,47,25,3.987179487,96.36316065,0.758765044
948,Clear Lake,Vodka,409562,36875,94,25.1,2.2,30478,3.987179487,7644,53.57953951,7366,58,25,123,0,47,25,3.987179487,96.36316065,0.758765044
949,Clear Lake,Misc,129813,8660,94,25.1,2.2,30478,3.987179487,7644,16.98233909,7366,58,25,123,0,47,25,3.987179487,96.36316065,0.758765044
950,Clear Lake,Rum,240540,16843,94,25.1,2.2,30478,3.987179487,7644,31.4678179,7366,58,25,123,0,47,25,3.987179487,96.36316065,0.758765044
951,Clear Lake,Brandy,29279,2344,94,25.1,2.2,30478,3.987179487,7644,3.830324437,7366,58,25,123,0,47,25,3.987179487,96.36316065,0.758765044
952,Clear Lake,Tequila,112789,7758,94,25.1,2.2,30478,3.987179487,7644,14.75523286,7366,58,25,123,0,47,25,3.987179487,96.36316065,0.758765044
953,Clear Lake,Schnapps,76178,5465,94,25.1,2.2,30478,3.987179487,7644,9.965724751,7366,58,25,123,0,47,25,3.987179487,96.36316065,0.758765044
954,Clear Lake,Amaretto,6748,708,94,25.1,2.2,30478,3.987179487,7644,0.882783883,7366,58,25,123,0,47,25,3.987179487,96.36316065,0.758765044
955,Manchester,Misc,74723,4223,89.9,18.6,2.6,30320,5.96498131,5083,14.70057053,5048,24,5,0,0,0,6,5.96498131,99.31143026,0.472162109
956,Manchester,Brandy,17826,1243,89.9,18.6,2.6,30320,5.96498131,5083,3.506984065,5048,24,5,0,0,0,6,5.96498131,99.31143026,0.472162109
957,Manchester,Rum,143769,9549,89.9,18.6,2.6,30320,5.96498131,5083,28.28428094,5048,24,5,0,0,0,6,5.96498131,99.31143026,0.472162109
958,Manchester,Vodka,143311,14037,89.9,18.6,2.6,30320,5.96498131,5083,28.19417667,5048,24,5,0,0,0,6,5.96498131,99.31143026,0.472162109
959,Manchester,Whisky,366013,26145,89.9,18.6,2.6,30320,5.96498131,5083,72.00727917,5048,24,5,0,0,0,6,5.96498131,99.31143026,0.472162109
960,Manchester,Gin,13524,1025,89.9,18.6,2.6,30320,5.96498131,5083,2.660633484,5048,24,5,0,0,0,6,5.96498131,99.31143026,0.472162109
961,Manchester,Tequila,37225,2573,89.9,18.6,2.6,30320,5.96498131,5083,7.323431045,5048,24,5,0,0,0,6,5.96498131,99.31143026,0.472162109
962,Manchester,Amaretto,2566,242,89.9,18.6,2.6,30320,5.96498131,5083,0.504819988,5048,24,5,0,0,0,6,5.96498131,99.31143026,0.472162109
963,Manchester,Schnapps,58772,4326,89.9,18.6,2.6,30320,5.96498131,5083,11.56246311,5048,24,5,0,0,0,6,5.96498131,99.31143026,0.472162109
964,Manchester,Distilled Spirits,3157,214,89.9,18.6,2.6,30320,5.96498131,5083,0.621089908,5048,24,5,0,0,0,6,5.96498131,99.31143026,0.472162109
965,Milford,Whisky,398936,26633,93,17.3,3.2,28455,9.513540622,2991,133.3788031,2939,17,15,0,0,0,20,9.513540622,98.26145102,0.568371782
966,Milford,Misc,98789,5759,93,17.3,3.2,28455,9.513540622,2991,33.02875293,2939,17,15,0,0,0,20,9.513540622,98.26145102,0.568371782
967,Milford,Brandy,14271,1100,93,17.3,3.2,28455,9.513540622,2991,4.771313942,2939,17,15,0,0,0,20,9.513540622,98.26145102,0.568371782
968,Milford,Rum,222899,16205,93,17.3,3.2,28455,9.513540622,2991,74.52323638,2939,17,15,0,0,0,20,9.513540622,98.26145102,0.568371782
969,Milford,Tequila,64481,3834,93,17.3,3.2,28455,9.513540622,2991,21.55834169,2939,17,15,0,0,0,20,9.513540622,98.26145102,0.568371782
970,Milford,Gin,34581,2449,93,17.3,3.2,28455,9.513540622,2991,11.56168506,2939,17,15,0,0,0,20,9.513540622,98.26145102,0.568371782
971,Milford,Vodka,250758,21735,93,17.3,3.2,28455,9.513540622,2991,83.83751254,2939,17,15,0,0,0,20,9.513540622,98.26145102,0.568371782
972,Milford,Amaretto,3117,408,93,17.3,3.2,28455,9.513540622,2991,1.042126379,2939,17,15,0,0,0,20,9.513540622,98.26145102,0.568371782
973,Milford,Schnapps,67971,4417,93,17.3,3.2,28455,9.513540622,2991,22.72517553,2939,17,15,0,0,0,20,9.513540622,98.26145102,0.568371782
974,Milford,Distilled Spirits,5830,759,93,17.3,3.2,28455,9.513540622,2991,1.949180876,2939,17,15,0,0,0,20,9.513540622,98.26145102,0.568371782
975,Riceville,Rum,6234,490,92.5,14.3,10.5,30263,36.28657074,834,7.474820144,792,0,0,0,0,0,42,36.28657074,94.96402878,0
976,Riceville,Whisky,10426,910,92.5,14.3,10.5,30263,36.28657074,834,12.50119904,792,0,0,0,0,0,42,36.28657074,94.96402878,0
977,Riceville,Gin,93,10,92.5,14.3,10.5,30263,36.28657074,834,0.111510791,792,0,0,0,0,0,42,36.28657074,94.96402878,0
978,Riceville,Vodka,5217,636,92.5,14.3,10.5,30263,36.28657074,834,6.255395683,792,0,0,0,0,0,42,36.28657074,94.96402878,0
979,Riceville,Misc,1631,79,92.5,14.3,10.5,30263,36.28657074,834,1.955635492,792,0,0,0,0,0,42,36.28657074,94.96402878,0
980,Riceville,Brandy,554,56,92.5,14.3,10.5,30263,36.28657074,834,0.664268585,792,0,0,0,0,0,42,36.28657074,94.96402878,0
981,Riceville,Amaretto,173,13,92.5,14.3,10.5,30263,36.28657074,834,0.207434053,792,0,0,0,0,0,42,36.28657074,94.96402878,0
982,Riceville,Schnapps,2399,194,92.5,14.3,10.5,30263,36.28657074,834,2.876498801,792,0,0,0,0,0,42,36.28657074,94.96402878,0
983,Riceville,Tequila,416,21,92.5,14.3,10.5,30263,36.28657074,834,0.498800959,792,0,0,0,0,0,42,36.28657074,94.96402878,0
984,Columbus Junction,Misc,5233,354,69.9,10.8,4.1,26844,12.12466125,2214,2.363595303,1626,84,0,337,0,148,19,12.12466125,73.44173442,3.79403794
985,Columbus Junction,Whisky,43505,2926,69.9,10.8,4.1,26844,12.12466125,2214,19.64995483,1626,84,0,337,0,148,19,12.12466125,73.44173442,3.79403794
986,Columbus Junction,Brandy,23521,1342,69.9,10.8,4.1,26844,12.12466125,2214,10.6237579,1626,84,0,337,0,148,19,12.12466125,73.44173442,3.79403794
987,Columbus Junction,Rum,31652,1933,69.9,10.8,4.1,26844,12.12466125,2214,14.2962963,1626,84,0,337,0,148,19,12.12466125,73.44173442,3.79403794
988,Columbus Junction,Tequila,9001,477,69.9,10.8,4.1,26844,12.12466125,2214,4.065492322,1626,84,0,337,0,148,19,12.12466125,73.44173442,3.79403794
989,Columbus Junction,Gin,894,94,69.9,10.8,4.1,26844,12.12466125,2214,0.403794038,1626,84,0,337,0,148,19,12.12466125,73.44173442,3.79403794
990,Columbus Junction,Vodka,13131,1446,69.9,10.8,4.1,26844,12.12466125,2214,5.930894309,1626,84,0,337,0,148,19,12.12466125,73.44173442,3.79403794
991,Columbus Junction,Amaretto,266,34,69.9,10.8,4.1,26844,12.12466125,2214,0.120144535,1626,84,0,337,0,148,19,12.12466125,73.44173442,3.79403794
992,Columbus Junction,Schnapps,2503,230,69.9,10.8,4.1,26844,12.12466125,2214,1.130532972,1626,84,0,337,0,148,19,12.12466125,73.44173442,3.79403794
993,Columbus Junction,Distilled Spirits,379,18,69.9,10.8,4.1,26844,12.12466125,2214,0.171183379,1626,84,0,337,0,148,19,12.12466125,73.44173442,3.79403794
994,Marengo,Misc,16744,1373,90.2,10.6,2.4,25875,8.840109327,2927,5.720532969,2809,30,0,0,3,40,45,8.840109327,95.9685685,1.024940212
995,Marengo,Tequila,9076,740,90.2,10.6,2.4,25875,8.840109327,2927,3.100785787,2809,30,0,0,3,40,45,8.840109327,95.9685685,1.024940212
996,Marengo,Vodka,61941,7224,90.2,10.6,2.4,25875,8.840109327,2927,21.16194055,2809,30,0,0,3,40,45,8.840109327,95.9685685,1.024940212
997,Marengo,Whisky,125832,10056,90.2,10.6,2.4,25875,8.840109327,2927,42.99009224,2809,30,0,0,3,40,45,8.840109327,95.9685685,1.024940212
998,Marengo,Rum,35466,2849,90.2,10.6,2.4,25875,8.840109327,2927,12.11684318,2809,30,0,0,3,40,45,8.840109327,95.9685685,1.024940212
999,Marengo,Distilled Spirits,1437,82,90.2,10.6,2.4,25875,8.840109327,2927,0.490946361,2809,30,0,0,3,40,45,8.840109327,95.9685685,1.024940212
1000,Marengo,Gin,4627,442,90.2,10.6,2.4,25875,8.840109327,2927,1.580799453,2809,30,0,0,3,40,45,8.840109327,95.9685685,1.024940212
1001,Marengo,Brandy,7962,749,90.2,10.6,2.4,25875,8.840109327,2927,2.720191322,2809,30,0,0,3,40,45,8.840109327,95.9685685,1.024940212
1002,Marengo,Amaretto,1208,158,90.2,10.6,2.4,25875,8.840109327,2927,0.412709259,2809,30,0,0,3,40,45,8.840109327,95.9685685,1.024940212
1003,Marengo,Schnapps,22747,2004,90.2,10.6,2.4,25875,8.840109327,2927,7.771438333,2809,30,0,0,3,40,45,8.840109327,95.9685685,1.024940212
1004,Norwalk,Misc,34254,2252,96.7,36.5,5.4,42061,4.229786806,9944,3.444690265,9746,0,53,7,0,77,61,4.229786806,98.00884956,0
1005,Norwalk,Whisky,163383,10785,96.7,36.5,5.4,42061,4.229786806,9944,16.43030973,9746,0,53,7,0,77,61,4.229786806,98.00884956,0
1006,Norwalk,Gin,9813,767,96.7,36.5,5.4,42061,4.229786806,9944,0.986826227,9746,0,53,7,0,77,61,4.229786806,98.00884956,0
1007,Norwalk,Vodka,131979,12915,96.7,36.5,5.4,42061,4.229786806,9944,13.27222446,9746,0,53,7,0,77,61,4.229786806,98.00884956,0
1008,Norwalk,Rum,74178,5439,96.7,36.5,5.4,42061,4.229786806,9944,7.459573612,9746,0,53,7,0,77,61,4.229786806,98.00884956,0
1009,Norwalk,Brandy,4474,307,96.7,36.5,5.4,42061,4.229786806,9944,0.449919549,9746,0,53,7,0,77,61,4.229786806,98.00884956,0
1010,Norwalk,Tequila,24560,2054,96.7,36.5,5.4,42061,4.229786806,9944,2.469831054,9746,0,53,7,0,77,61,4.229786806,98.00884956,0
1011,Norwalk,Schnapps,8545,718,96.7,36.5,5.4,42061,4.229786806,9944,0.859312148,9746,0,53,7,0,77,61,4.229786806,98.00884956,0
1012,Norwalk,Distilled Spirits,2153,111,96.7,36.5,5.4,42061,4.229786806,9944,0.21651247,9746,0,53,7,0,77,61,4.229786806,98.00884956,0
1013,Norwalk,Amaretto,618,84,96.7,36.5,5.4,42061,4.229786806,9944,0.062148029,9746,0,53,7,0,77,61,4.229786806,98.00884956,0
1014,De Witt,Misc,21776,1717,96.5,29.3,4.7,35863,6.812879939,5264,4.136778116,5067,1,0,74,0,20,102,6.812879939,96.25759878,0.01899696
1015,De Witt,Whisky,108502,7875,96.5,29.3,4.7,35863,6.812879939,5264,20.61208207,5067,1,0,74,0,20,102,6.812879939,96.25759878,0.01899696
1016,De Witt,Distilled Spirits,2349,234,96.5,29.3,4.7,35863,6.812879939,5264,0.446238602,5067,1,0,74,0,20,102,6.812879939,96.25759878,0.01899696
1017,De Witt,Gin,10950,1248,96.5,29.3,4.7,35863,6.812879939,5264,2.080167173,5067,1,0,74,0,20,102,6.812879939,96.25759878,0.01899696
1018,De Witt,Vodka,61625,6659,96.5,29.3,4.7,35863,6.812879939,5264,11.7068769,5067,1,0,74,0,20,102,6.812879939,96.25759878,0.01899696
1019,De Witt,Rum,34593,2468,96.5,29.3,4.7,35863,6.812879939,5264,6.571618541,5067,1,0,74,0,20,102,6.812879939,96.25759878,0.01899696
1020,De Witt,Brandy,6346,516,96.5,29.3,4.7,35863,6.812879939,5264,1.205547112,5067,1,0,74,0,20,102,6.812879939,96.25759878,0.01899696
1021,De Witt,Tequila,7936,573,96.5,29.3,4.7,35863,6.812879939,5264,1.507598784,5067,1,0,74,0,20,102,6.812879939,96.25759878,0.01899696
1022,De Witt,Amaretto,2234,271,96.5,29.3,4.7,35863,6.812879939,5264,0.424392097,5067,1,0,74,0,20,102,6.812879939,96.25759878,0.01899696
1023,De Witt,Schnapps,15484,1488,96.5,29.3,4.7,35863,6.812879939,5264,2.941489362,5067,1,0,74,0,20,102,6.812879939,96.25759878,0.01899696
1024,Clear Lake,Distilled Spirits,6325,351,94,25.1,2.2,30478,3.987179487,7644,0.827446363,7366,58,25,123,0,47,25,3.987179487,96.36316065,0.758765044
1025,Stuart,Misc,13013,799,91.7,15.6,3.8,27108,17.7408377,1528,8.516361257,1521,2,0,0,0,0,5,17.7408377,99.54188482,0.130890052
1026,Stuart,Whisky,75565,5401,91.7,15.6,3.8,27108,17.7408377,1528,49.45353403,1521,2,0,0,0,0,5,17.7408377,99.54188482,0.130890052
1027,Stuart,Tequila,12504,933,91.7,15.6,3.8,27108,17.7408377,1528,8.183246073,1521,2,0,0,0,0,5,17.7408377,99.54188482,0.130890052
1028,Stuart,Gin,2109,198,91.7,15.6,3.8,27108,17.7408377,1528,1.380235602,1521,2,0,0,0,0,5,17.7408377,99.54188482,0.130890052
1029,Stuart,Vodka,38345,3787,91.7,15.6,3.8,27108,17.7408377,1528,25.09489529,1521,2,0,0,0,0,5,17.7408377,99.54188482,0.130890052
1030,Stuart,Rum,19175,1481,91.7,15.6,3.8,27108,17.7408377,1528,12.54908377,1521,2,0,0,0,0,5,17.7408377,99.54188482,0.130890052
1031,Stuart,Brandy,4361,368,91.7,15.6,3.8,27108,17.7408377,1528,2.854057592,1521,2,0,0,0,0,5,17.7408377,99.54188482,0.130890052
1032,Stuart,Amaretto,248,23,91.7,15.6,3.8,27108,17.7408377,1528,0.162303665,1521,2,0,0,0,0,5,17.7408377,99.54188482,0.130890052
1033,Stuart,Schnapps,5230,471,91.7,15.6,3.8,27108,17.7408377,1528,3.422774869,1521,2,0,0,0,0,5,17.7408377,99.54188482,0.130890052
1034,Stuart,Distilled Spirits,775,37,91.7,15.6,3.8,27108,17.7408377,1528,0.507198953,1521,2,0,0,0,0,5,17.7408377,99.54188482,0.130890052
1035,Panora,Misc,13532,848,87.1,21.1,0.7,30104,27.44211486,1097,12.33546035,1092,0,0,5,0,0,0,27.44211486,99.54421149,0
1036,Panora,Whisky,70452,4912,87.1,21.1,0.7,30104,27.44211486,1097,64.22242479,1092,0,0,5,0,0,0,27.44211486,99.54421149,0
1037,Panora,Brandy,2468,235,87.1,21.1,0.7,30104,27.44211486,1097,2.249772106,1092,0,0,5,0,0,0,27.44211486,99.54421149,0
1038,Panora,Gin,5644,494,87.1,21.1,0.7,30104,27.44211486,1097,5.144940747,1092,0,0,5,0,0,0,27.44211486,99.54421149,0
1039,Panora,Vodka,45587,4210,87.1,21.1,0.7,30104,27.44211486,1097,41.55606199,1092,0,0,5,0,0,0,27.44211486,99.54421149,0
1040,Panora,Rum,21767,1524,87.1,21.1,0.7,30104,27.44211486,1097,19.84229717,1092,0,0,5,0,0,0,27.44211486,99.54421149,0
1041,Panora,Tequila,6152,424,87.1,21.1,0.7,30104,27.44211486,1097,5.608021878,1092,0,0,5,0,0,0,27.44211486,99.54421149,0
1042,Panora,Amaretto,386,35,87.1,21.1,0.7,30104,27.44211486,1097,0.351868733,1092,0,0,5,0,0,0,27.44211486,99.54421149,0
1043,Panora,Schnapps,3756,338,87.1,21.1,0.7,30104,27.44211486,1097,3.423883318,1092,0,0,5,0,0,0,27.44211486,99.54421149,0
1044,Panora,Distilled Spirits,2561,114,87.1,21.1,0.7,30104,27.44211486,1097,2.334548769,1092,0,0,5,0,0,0,27.44211486,99.54421149,0
1045,Marcus,Misc,2962,225,90.8,23,2.6,31722,27.68062827,1146,2.584642234,1100,0,5,0,0,0,41,27.68062827,95.98603839,0
1046,Marcus,Rum,4466,285,90.8,23,2.6,31722,27.68062827,1146,3.897033159,1100,0,5,0,0,0,41,27.68062827,95.98603839,0
1047,Marcus,Whisky,17779,1284,90.8,23,2.6,31722,27.68062827,1146,15.51396161,1100,0,5,0,0,0,41,27.68062827,95.98603839,0
1048,Marcus,Gin,929,87,90.8,23,2.6,31722,27.68062827,1146,0.810645724,1100,0,5,0,0,0,41,27.68062827,95.98603839,0
1049,Marcus,Vodka,5148,540,90.8,23,2.6,31722,27.68062827,1146,4.492146597,1100,0,5,0,0,0,41,27.68062827,95.98603839,0
1050,Marcus,Brandy,995,89,90.8,23,2.6,31722,27.68062827,1146,0.868237347,1100,0,5,0,0,0,41,27.68062827,95.98603839,0
